# /odom/pose/pose/position/x, /odom/pose/pose/position/y, /robot_pose_ekf/odom_combined/pose/pose/position/x, /robot_pose_ekf/odom_combined/pose/pose/position/y
-2.5809547825647392283e-08, 6.9446816249170580286e-07, 5.7105511421075180663e-08, 6.9425254003868670976e-07
-8.5800490098054497405e-08, 6.993520050101572943e-07, 4.0381514223690073443e-08, 6.9561660465138426527e-07
-4.2533768951253020341e-08, 6.958294788730546102e-07, 3.480576885211860548e-08, 6.9607156275256522902e-07
3.0764235736628550886e-08, 6.8986176417418433614e-07, 2.3434467683084422956e-08, 6.9699959064745266461e-07
-3.7112626704150396574e-08, 6.9538830418945561828e-07, 3.8257000714815891631e-07, 6.6766784799698035203e-07
-9.2980961972408125134e-08, 6.9993736098757843592e-07, 2.7399925329936551307e-07, 6.7653233430212445624e-07
-4.81095886679937003e-08, 6.9628352492672292882e-07, 3.024660809494342037e-07, 6.7420795630515738058e-07
2.7051899617893872828e-08, 6.9016297502446636078e-07, 2.902544972509466951e-07, 6.7520563434855438901e-07
-4.1855825237030366276e-08, 6.9577446715839229625e-07, 3.0916185819371877792e-07, 6.7366066616417885333e-07
-9.443636934254451906e-08, 7.000565937635490218e-07, 4.7017226841952022756e-08, 6.9508311139694828942e-07
-5.94810411806929973e-08, 6.9720969653266110584e-07, 1.9186311835414106737e-07, 6.8324473956814539801e-07
7.7691836944341024433e-09, 6.9173238203978495136e-07, 3.2084319227820960412e-07, 6.7270279157523510414e-07
-1.8359573559453749788e-07, 7.0731899650465828038e-07, 2.9535129720318959947e-07, 6.7478523632996083699e-07
1.0663113731995292266e-08, 6.9149235064016458665e-07, 2.61949920944534712e-07, 6.775148170756615755e-07
1.0408474489984818427e-07, 6.838790304882108204e-07, 1.5817546227537287973e-07, 6.8600124031203457639e-07
2.9965927453802387804e-07, 6.6793649164895716516e-07, 1.6984399815237801252e-07, 6.850422536712385303e-07
2.6295210038501978222e-07, 6.7092868146913043489e-07, 2.8497434008375378121e-07, 6.7561892426782681375e-07
1.4542441402634358364e-07, 6.8050683674798600405e-07, 3.1809860833516966923e-07, 6.7290825010873956161e-07
2.2932582111309529392e-07, 6.7367064229207794685e-07, 3.1645284324751562124e-07, 6.7304298049617634344e-07
1.62745457722828889e-07, 6.7909604544558987373e-07, 2.817892246333827315e-07, 6.7588092136716918865e-07
1.2478525397314663054e-07, 6.8218958074686982675e-07, 1.6220410569779402518e-07, 6.8567339851113770692e-07
1.9108728228585555372e-07, 6.7678579759282265091e-07, 1.4679202136388191826e-07, 6.8693497393668319023e-07
2.8305651733843652681e-07, 6.6928930311474876358e-07, 8.0884592826647552528e-08, 6.9233355774399000472e-07
2.1698050226214075834e-07, 6.7467564107370183938e-07, 6.0668335331233433707e-08, 6.9398968333854752562e-07
1.6768854633935073493e-07, 6.7869410347176363458e-07, -6.7100483084839075192e-09, 6.9951105865635357013e-07
2.1955445546240242408e-07, 6.7446565511249147292e-07, 9.1947719617544547599e-08, 6.9142501128897201255e-07
2.9702858407699344744e-07, 6.6814923634998786496e-07, 3.4940791008296422246e-07, 6.7030521693905559454e-07
2.2992952745813042173e-07, 6.7361995764383521812e-07, 1.8628212332075946198e-07, 6.8368006989487551583e-07
1.6937548324232662163e-07, 6.7855720959838943954e-07, 2.5525400425099256982e-07, 6.7802362460527401738e-07
2.0734272184373515642e-07, 6.7546149645436796969e-07, 2.224510785847193666e-07, 6.8071466132180722455e-07
2.7215000670056896683e-07, 6.7017722537018466066e-07, 2.9214465383443392611e-07, 6.7499687511630290669e-07
2.0405059016218648083e-07, 6.757301829295245876e-07, 2.3024314063037529724e-07, 6.800757943592447005e-07
1.3586686528055549182e-07, 6.8129026736131778259e-07, 2.295603647973827569e-07, 6.8013090986458172764e-07
1.6652132378064808308e-07, 6.7879042581418698014e-07, 1.9082418235247323995e-07, 6.8331069664728715208e-07
